,Word,Freq
0,green,79.0
1,block,44.0
2,pick,40.0
3,blocks,37.0
4,left,29.0
5,two,16.0
6,middle,16.0
7,side,11.0
8,group,10.0
9,closest,10.0
10,five,8.0
11,5,8.0
12,one,7.0
13,right,6.0
14,table,6.0
15,center,6.0
16,third,6.0
17,front,4.0
18,cluster,4.0
19,hand,4.0
20,behind,3.0
21,cube,3.0
22,grab,3.0
23,close,3.0
24,please,3.0
25,2.76,35.43
