,Word,Freq
0,block,73.0
1,blue,69.0
2,left,47.0
3,pick,46.0
4,orange,21.0
5,blocks,21.0
6,second,19.0
7,one,14.0
8,three,14.0
9,middle,13.0
10,side,10.0
11,right,9.0
12,closest,9.0
13,table,6.0
14,yellow,5.0
15,group,5.0
16,grab,5.0
17,look,5.0
18,hand,5.0
19,two,5.0
20,3,4.0
21,directly,4.0
22,next,4.0
23,front,3.0
24,also,3.0
25,3.22,27.7
