,Word,Freq
0,block,86.0
1,blue,57.0
2,pick,40.0
3,green,33.0
4,closest,26.0
5,front,14.0
6,right,13.0
7,directly,13.0
8,behind,10.0
9,blocks,10.0
10,second,9.0
11,middle,8.0
12,center,7.0
13,one,6.0
14,table,6.0
15,purple,5.0
16,please,5.0
17,three,5.0
18,two,5.0
19,first,5.0
20,left,5.0
21,another,4.0
22,single,3.0
23,reach,3.0
24,touching,3.0
25,3.23,32.04
