,Word,Freq
0,block,60.0
1,blue,50.0
2,pick,33.0
3,orange,14.0
4,left,14.0
5,blocks,11.0
6,furthest,11.0
7,second,10.0
8,table,8.0
9,one,7.0
10,away,7.0
11,two,7.0
12,right,6.0
13,farthest,6.0
14,near,6.0
15,green,6.0
16,directly,5.0
17,behind,5.0
18,closest,5.0
19,another,4.0
20,back,4.0
21,center,4.0
22,side,4.0
23,yellow,3.0
24,located,3.0
25,2.8,30.22
