,Word,Freq
0,block,45.0
1,orange,42.0
2,pick,35.0
3,left,17.0
4,away,12.0
5,closest,9.0
6,farthest,8.0
7,blocks,8.0
8,furthest,8.0
9,right,7.0
10,way,6.0
11,one,5.0
12,far,5.0
13,rest,4.0
14,please,4.0
15,side,4.0
16,corner,3.0
17,grab,3.0
18,back,2.0
19,set,2.0
20,table,2.0
21,row,2.0
22,would,2.0
23,top,2.0
24,separated,2.0
25,4.2,24.44
