,Word,Freq
0,block,46.0
1,green,43.0
2,pick,37.0
3,furthest,14.0
4,left,14.0
5,blocks,12.0
6,two,11.0
7,right,10.0
8,blue,9.0
9,away,9.0
10,farthest,6.0
11,front,5.0
12,side,5.0
13,table,4.0
14,grab,4.0
15,next,3.0
16,closest,3.0
17,far,3.0
18,orange,3.0
19,near,3.0
20,back,2.0
21,top,2.0
22,farther,2.0
23,directly,2.0
24,hand,2.0
25,4.14,21.64
