,Word,Freq
0,block,51.0
1,blue,45.0
2,pick,29.0
3,left,22.0
4,orange,20.0
5,blocks,10.0
6,third,10.0
7,side,10.0
8,right,9.0
9,table,6.0
10,behind,5.0
11,closest,5.0
12,one,5.0
13,three,5.0
14,please,4.0
15,next,4.0
16,purple,3.0
17,two,3.0
18,front,3.0
19,near,3.0
20,grab,3.0
21,group,2.0
22,directly,2.0
23,rightmost,2.0
24,3rd,2.0
25,2.89,28.92
