,Word,Freq
0,orange,65.0
1,block,55.0
2,pick,46.0
3,closest,27.0
4,blocks,17.0
5,right,13.0
6,one,12.0
7,three,11.0
8,table,7.0
9,side,7.0
10,yellow,6.0
11,middle,6.0
12,grab,5.0
13,second,4.0
14,please,4.0
15,front,4.0
16,look,4.0
17,nearest,3.0
18,want,3.0
19,bottom,3.0
20,2,3.0
21,left,3.0
22,back,2.0
23,1st,2.0
24,closer,2.0
25,3.84,28.27
