,Word,Freq
0,green,51.0
1,block,45.0
2,pick,37.0
3,away,14.0
4,closest,12.0
5,farthest,11.0
6,left,11.0
7,furthest,9.0
8,yellow,6.0
9,table,6.0
10,orange,6.0
11,blocks,6.0
12,grab,5.0
13,side,4.0
14,right,3.0
15,back,3.0
16,hand,3.0
17,front,3.0
18,box,3.0
19,upper,2.0
20,select,2.0
21,please,2.0
22,cube,2.0
23,look,2.0
24,point,1.0
25,4.16,23.07
