,Word,Freq
0,block,60.0
1,orange,51.0
2,pick,42.0
3,closest,34.0
4,right,12.0
5,blue,8.0
6,yellow,7.0
7,grab,7.0
8,side,5.0
9,blocks,4.0
10,hand,4.0
11,front,4.0
12,nearest,3.0
13,directly,3.0
14,please,3.0
15,left,3.0
16,first,3.0
17,table,2.0
18,furthest,2.0
19,look,2.0
20,middle,1.0
21,perspective,1.0
22,1st,1.0
23,tan,1.0
24,arm,1.0
25,4.06,25.1
