,Word,Freq
0,block,54.0
1,orange,49.0
2,pick,36.0
3,right,13.0
4,away,13.0
5,farthest,11.0
6,left,11.0
7,yellow,10.0
8,closest,10.0
9,furthest,9.0
10,blocks,7.0
11,side,6.0
12,back,5.0
13,one,5.0
14,table,5.0
15,two,5.0
16,hand,4.0
17,grab,4.0
18,directly,3.0
19,please,3.0
20,next,3.0
21,reach,3.0
22,touching,3.0
23,nearest,2.0
24,farther,2.0
25,3.26,27.2
