,Word,Freq
0,block,65.0
1,green,59.0
2,pick,37.0
3,left,27.0
4,right,12.0
5,blue,12.0
6,side,10.0
7,farthest,9.0
8,one,9.0
9,closest,8.0
10,next,7.0
11,blocks,6.0
12,another,5.0
13,two,5.0
14,closer,5.0
15,furthest,5.0
16,leftmost,4.0
17,table,4.0
18,want,3.0
19,far,3.0
20,front,3.0
21,grab,3.0
22,first,3.0
23,perspective,2.0
24,find,2.0
25,3.78,25.57
