,Word,Freq
0,yellow,41.0
1,block,41.0
2,pick,35.0
3,table,11.0
4,please,2.0
5,one,2.0
6,pile,2.0
7,get,2.0
8,grab,2.0
9,right,1.0
10,single,1.0
11,want,1.0
12,find,1.0
13,lone,1.0
14,rightmost,1.0
15,looking,1.0
16,outside,1.0
17,blocks,1.0
18,around,1.0
19,walk,1.0
20,entire,1.0
21,search,1.0
22,look,1.0
23,narrow,1.0
24,side,1.0
25,4.92,16.55
