,Word,Freq
0,green,49.0
1,block,47.0
2,pick,41.0
3,closest,37.0
4,front,7.0
5,right,6.0
6,cube,4.0
7,grab,4.0
8,yellow,3.0
9,closer,3.0
10,please,3.0
11,directly,2.0
12,one,2.0
13,blocks,2.0
14,positioned,1.0
15,perspective,1.0
16,want,1.0
17,close,1.0
18,table,1.0
19,find,1.0
20,would,1.0
21,top,1.0
22,pickup,1.0
23,arm,1.0
24,behind,1.0
25,4.56,20.71
