,Word,Freq
0,block,63.0
1,green,50.0
2,pick,40.0
3,orange,26.0
4,blocks,25.0
5,right,18.0
6,two,18.0
7,directly,11.0
8,front,11.0
9,center,11.0
10,second,8.0
11,table,8.0
12,one,7.0
13,middle,7.0
14,next,7.0
15,yellow,6.0
16,left,6.0
17,behind,5.0
18,touching,5.0
19,grab,5.0
20,group,4.0
21,please,3.0
22,side,3.0
23,arm,2.0
24,blue,2.0
25,3.39,27.28
