,Word,Freq
0,block,87.0
1,yellow,64.0
2,blue,36.0
3,right,33.0
4,pick,31.0
5,blocks,19.0
6,left,14.0
7,directly,12.0
8,side,11.0
9,two,10.0
10,next,9.0
11,touching,7.0
12,table,7.0
13,one,6.0
14,grab,6.0
15,orange,5.0
16,farthest,5.0
17,furthest,5.0
18,rightmost,4.0
19,please,4.0
20,closest,4.0
21,third,4.0
22,find,3.0
23,front,3.0
24,purple,3.0
25,2.33,31.77
