,Word,Freq
0,yellow,51.0
1,block,49.0
2,pick,44.0
3,furthest,18.0
4,closest,14.0
5,away,12.0
6,farthest,9.0
7,blocks,7.0
8,back,4.0
9,one,4.0
10,orange,3.0
11,front,3.0
12,four,2.0
13,directly,2.0
14,table,2.0
15,would,2.0
16,way,2.0
17,cube,2.0
18,look,2.0
19,grab,2.0
20,nearest,1.0
21,right,1.0
22,fathers,1.0
23,perspective,1.0
24,find,1.0
25,4.36,21.36
