,Word,Freq
0,block,73.0
1,yellow,58.0
2,green,37.0
3,pick,35.0
4,blocks,15.0
5,right,12.0
6,closest,12.0
7,touching,12.0
8,left,8.0
9,directly,7.0
10,blue,7.0
11,one,5.0
12,cube,5.0
13,next,5.0
14,two,4.0
15,side,4.0
16,four,3.0
17,middle,3.0
18,second,3.0
19,behind,3.0
20,near,3.0
21,nearest,2.0
22,almost,2.0
23,find,2.0
24,touches,2.0
25,2.61,32.17
