,Word,Freq
0,block,86.0
1,green,56.0
2,pick,40.0
3,yellow,29.0
4,center,18.0
5,right,15.0
6,middle,13.0
7,blue,12.0
8,table,12.0
9,one,11.0
10,blocks,10.0
11,behind,9.0
12,directly,9.0
13,front,8.0
14,left,8.0
15,touching,6.0
16,grab,6.0
17,next,5.0
18,closest,5.0
19,cube,4.0
20,side,4.0
21,group,3.0
22,3,3.0
23,farthest,3.0
24,please,3.0
25,2.9,29.63
