Index	Color	Pattern/Shape	Density	Orientation	Env. Landmark	UserID
2	0	1	2	0	2	0	0	0	2	0	216
3	0	1	1	0	0	0	0	1	1	1	216
4	0	2	1	0	0	0	0	0	1	0	216
5	0	1	1	0	1	0	1	0	2	0	216
6	0	1	2	0	1	0	1	0	1	0	216
7	0	1	1	0	0	0	0	1	1	1	216
8	0	1	1	0	0	0	0	0	0	0	216
9	0	1	2	0	1	0	0	0	1	0	216
10	0	2	2	0	0	0	0	1	1	1	216
11	0	2	3	0	0	0	0	0	1	0	216
12	0	2	2	0	0	0	0	0	0	0	216
13	0	2	1	0	0	0	0	1	1	1	216
14	0	1	2	0	1	0	1	0	2	0	216
16	1	1	1	0	1	0	0	2	1	1	217
17	1	1	2	0	0	0	0	0	2	0	217
18	1	2	1	0	0	0	0	0	1	0	217
19	1	1	1	0	0	0	0	1	1	1	217
20	1	2	3	0	1	0	1	0	0	0	217
21	1	2	3	0	2	0	1	1	1	1	217
22	1	1	1	0	1	0	0	0	0	0	217
23	1	1	1	0	1	0	0	0	1	1	217
24	1	2	2	0	1	0	0	1	0	1	217
25	1	1	1	0	1	0	0	1	0	1	217
26	1	1	1	0	2	0	0	0	1	0	217
27	1	2	1	0	0	0	0	0	1	0	217
28	1	1	1	0	0	0	1	1	1	1	217
29	1	1	2	1	0	0	1	0	0	0	215
30	1	2	3	1	0	0	2	0	3	1	215
31	1	3	3	0	0	0	0	0	0	0	215
32	1	1	1	0	0	0	0	0	0	0	215
33	1	1	1	0	0	0	0	2	1	1	215
34	1	3	2	0	0	0	0	2	2	1	215
35	1	3	3	0	0	0	0	0	1	0	215
36	1	4	4	0	0	0	0	0	1	0	215
38	1	3	5	3	1	0	3	0	4	0	215
40	1	2	2	0	0	0	0	2	2	1	215
41	3	5	7	0	1	0	3	1	5	1	215
42	1	2	3	0	2	0	2	0	0	0	215
45	2	1	2	0	0	0	1	1	2	0	212
46	2	3	2	0	1	0	0	1	1	0	212
47	2	2	1	0	1	0	0	2	0	0	212
49	2	1	1	0	0	0	0	2	1	0	212
50	2	1	3	0	1	0	1	1	1	0	212
51	3	2	3	0	2	0	2	1	1	0	212
52	2	2	2	0	0	0	0	2	3	0	212
53	2	2	2	0	0	0	0	2	1	0	212
54	2	3	3	0	0	0	0	1	1	0	212
55	2	2	2	0	1	0	1	3	2	0	212
56	2	2	1	0	0	0	1	3	2	0	212
57	2	1	1	0	0	0	0	1	3	2	213
60	2	1	1	0	0	0	0	1	3	2	213
61	2	1	1	0	0	0	0	1	2	1	213
62	2	2	2	0	0	0	0	1	4	1	213
63	2	6	3	2	0	1	0	1	3	0	213
64	2	3	3	0	0	0	0	1	3	1	213
65	2	1	3	0	1	0	0	2	4	1	213
66	2	4	3	0	0	0	1	1	2	1	213
67	4	4	4	0	0	0	0	1	5	0	213
68	4	4	4	0	0	0	0	3	7	0	213
69	2	5	4	0	0	0	0	2	4	0	213
70	2	4	3	0	0	0	0	2	5	0	213
71	1	1	1	0	0	0	0	2	1	3	211
72	1	1	1	0	0	0	1	0	0	1	211
73	1	4	1	2	0	0	3	0	0	1	211
74	1	1	1	0	0	0	0	0	0	1	211
75	1	1	1	0	0	0	0	0	0	2	211
76	1	1	1	0	0	0	0	0	1	2	211
77	2	1	1	0	0	0	0	0	1	1	211
78	1	2	1	0	2	0	0	0	1	2	211
79	1	1	1	0	0	0	1	0	0	1	211
80	1	1	1	0	0	0	1	0	0	1	211
81	1	1	1	0	0	0	0	0	0	2	211
82	1	0	1	0	0	0	1	0	2	1	211
83	1	1	1	0	0	0	0	0	1	1	211
84	1	1	1	0	0	0	0	0	1	2	211
85	1	1	1	0	0	0	0	0	0	0	218
86	1	1	1	0	1	0	0	0	0	0	218
87	1	3	2	0	1	0	0	1	1	1	218
88	1	1	1	0	1	0	0	1	0	1	218
90	1	1	1	0	2	0	0	1	0	1	218
91	1	3	3	0	0	0	1	0	1	1	218
92	1	1	1	0	0	0	0	1	1	1	218
93	2	0	1	0	1	0	2	1	0	1	218
94	2	0	1	0	1	0	2	0	2	0	218
95	2	3	3	0	0	0	1	1	2	1	218
96	1	1	1	0	1	0	0	1	0	1	218
99	1	2	2	0	0	0	0	0	1	0	227
100	1	2	2	0	1	0	0	1	1	0	227
101	1	2	2	0	0	0	0	0	1	0	227
103	1	2	2	0	0	0	0	0	0	0	227
104	1	4	4	0	0	0	0	1	0	0	227
105	1	1	1	0	0	0	0	0	0	0	227
106	1	2	2	0	0	0	0	0	2	0	227
107	1	1	2	0	0	0	1	0	0	0	227
108	1	1	1	0	1	0	0	0	0	0	227
109	1	2	2	0	0	0	0	0	0	0	227
110	1	2	2	0	0	0	1	0	0	0	227
112	1	1	1	0	0	0	1	0	0	0	227
114	1	1	1	0	0	0	0	1	1	1	90
115	1	1	1	0	0	0	0	1	1	1	90
116	1	1	1	0	0	0	1	0	0	1	90
117	1	1	2	0	1	0	1	0	1	0	90
119	1	1	1	0	0	0	0	1	1	0	90
120	1	1	1	0	0	0	0	1	1	1	90
121	1	1	1	0	0	0	1	0	0	1	90
122	1	1	1	0	0	0	0	1	1	0	90
123	1	1	1	0	0	0	0	0	1	1	90
124	1	2	2	0	0	0	0	0	1	2	90
125	1	3	3	0	0	0	0	0	2	2	90
126	1	1	1	0	0	0	0	0	0	1	90
127	1	1	1	0	0	0	0	0	0	1	24
128	1	1	1	0	0	0	0	0	0	0	24
129	1	1	1	0	0	0	0	1	1	0	24
130	1	1	1	0	0	0	0	1	1	1	24
131	1	1	1	0	0	0	0	1	1	0	24
132	1	4	3	0	0	0	2	0	0	1	24
134	1	1	1	0	0	0	0	1	1	0	24
135	1	1	1	0	0	0	0	1	1	1	24
136	1	1	1	0	0	0	0	0	0	1	24
137	1	2	3	0	0	0	0	0	1	1	24
138	1	2	2	0	0	0	0	0	1	1	24
139	1	2	2	0	0	0	0	0	1	0	24
140	1	1	1	0	0	0	0	0	0	1	24
141	1	1	1	0	0	0	0	1	1	1	26
142	1	1	2	0	1	0	1	0	1	0	26
143	1	1	1	0	0	0	1	0	0	0	26
144	1	2	2	0	0	0	0	1	2	1	26
146	1	1	1	0	0	0	0	1	1	1	26
148	1	1	1	0	0	0	1	0	0	0	26
149	1	1	1	0	0	0	0	1	1	0	26
150	1	1	2	0	1	0	1	0	1	0	26
151	1	1	1	0	1	0	2	0	0	0	26
152	1	1	1	0	0	0	0	1	1	1	26
153	1	1	1	0	0	0	1	0	0	0	26
154	1	1	1	0	0	0	2	0	0	0	26
155	1	1	1	0	0	0	0	1	2	0	20
156	1	1	1	0	0	0	0	1	0	1	20
157	1	3	4	0	1	0	0	0	0	0	20
158	1	2	2	0	0	0	1	0	0	0	20
159	1	1	0	0	0	0	2	1	1	0	20
160	1	2	3	0	1	0	0	0	0	0	20
161	1	1	1	0	0	0	1	0	0	0	20
162	1	2	2	0	0	0	0	0	1	0	20
163	0	2	2	0	0	0	0	0	1	0	20
164	0	2	2	0	0	0	0	1	1	0	20
165	0	2	2	0	0	0	0	0	0	0	20
167	1	2	2	0	0	0	0	0	0	0	20
168	0	2	2	0	0	0	0	0	0	0	20
169	3	2	0	0	0	0	1	0	1	0	21
172	2	2	0	0	0	0	1	0	0	0	21
173	3	2	0	0	0	0	0	0	2	0	21
174	3	2	0	0	0	0	0	0	1	0	21
175	3	2	0	0	0	0	0	0	1	0	21
176	2	2	0	0	0	0	1	0	0	0	21
177	2	2	0	0	0	0	0	0	1	0	21
178	2	2	0	0	0	0	0	0	1	0	21
179	2	2	0	0	0	0	1	0	0	0	21
180	2	2	0	0	0	0	1	0	0	0	21
181	2	2	0	0	0	0	1	0	0	0	21
182	2	2	0	0	0	0	0	0	1	0	21
183	1	1	1	0	0	0	0	1	1	1	22
185	1	2	3	0	2	0	1	0	3	1	22
186	1	1	1	0	0	0	1	0	1	1	22
187	1	1	1	0	1	0	0	1	0	1	22
188	1	1	1	0	0	0	0	0	1	1	22
189	1	1	1	0	0	0	0	2	3	1	22
190	1	1	1	0	0	0	1	0	0	1	22
191	1	2	2	0	0	0	0	1	2	1	22
193	1	1	1	0	0	0	0	1	0	1	22
194	1	1	1	0	0	0	0	1	0	1	22
195	1	2	2	0	0	0	0	1	2	0	22
196	1	1	1	0	0	0	0	1	1	1	22
197	2	1	1	0	0	0	1	1	2	0	23
198	2	2	1	0	1	0	1	0	0	1	23
199	2	1	1	0	0	0	0	1	1	0	23
200	2	1	1	0	1	0	0	1	0	0	23
202	2	3	2	0	1	0	0	1	3	1	23
